,class
80914,STAR
80915,STAR
80916,GALAXY
80917,GALAXY
80918,GALAXY
80919,GALAXY
80920,GALAXY
80921,GALAXY
80922,GALAXY
80923,GALAXY
80924,GALAXY
80925,GALAXY
80926,GALAXY
80927,GALAXY
80928,STAR
80929,QSO
80930,QSO
80931,GALAXY
80932,STAR
80933,GALAXY
80934,GALAXY
80935,QSO
80936,GALAXY
80937,GALAXY
80938,GALAXY
80939,GALAXY
80940,GALAXY
80941,STAR
80942,GALAXY
80943,STAR
80944,GALAXY
80945,GALAXY
80946,GALAXY
80947,GALAXY
80948,GALAXY
80949,GALAXY
80950,GALAXY
80951,GALAXY
80952,QSO
80953,STAR
80954,STAR
80955,STAR
80956,STAR
80957,STAR
80958,GALAXY
80959,GALAXY
80960,STAR
80961,STAR
80962,GALAXY
80963,GALAXY
80964,QSO
80965,STAR
80966,STAR
80967,QSO
80968,QSO
80969,STAR
80970,STAR
80971,STAR
80972,STAR
80973,GALAXY
80974,GALAXY
80975,GALAXY
80976,STAR
80977,STAR
80978,QSO
80979,STAR
80980,STAR
80981,STAR
80982,STAR
80983,GALAXY
80984,GALAXY
80985,QSO
80986,GALAXY
80987,GALAXY
80988,GALAXY
80989,QSO
80990,QSO
80991,QSO
80992,QSO
80993,GALAXY
80994,GALAXY
80995,GALAXY
80996,GALAXY
80997,GALAXY
80998,QSO
80999,GALAXY
81000,GALAXY
81001,STAR
81002,GALAXY
81003,STAR
81004,STAR
81005,STAR
81006,STAR
81007,STAR
81008,GALAXY
81009,STAR
81010,STAR
81011,STAR
81012,STAR
81013,GALAXY
81014,QSO
81015,GALAXY
81016,GALAXY
81017,STAR
81018,QSO
81019,GALAXY
81020,STAR
81021,GALAXY
81022,STAR
81023,STAR
81024,STAR
81025,GALAXY
81026,STAR
81027,GALAXY
81028,GALAXY
81029,GALAXY
81030,GALAXY
81031,GALAXY
81032,STAR
81033,GALAXY
81034,STAR
81035,GALAXY
81036,STAR
81037,STAR
81038,GALAXY
81039,GALAXY
81040,GALAXY
81041,STAR
81042,GALAXY
81043,STAR
81044,STAR
81045,GALAXY
81046,STAR
81047,QSO
81048,GALAXY
81049,GALAXY
81050,STAR
81051,QSO
81052,GALAXY
81053,QSO
81054,STAR
81055,STAR
81056,STAR
81057,GALAXY
81058,GALAXY
81059,GALAXY
81060,GALAXY
81061,GALAXY
81062,STAR
81063,STAR
81064,GALAXY
81065,STAR
81066,STAR
81067,GALAXY
81068,GALAXY
81069,GALAXY
81070,STAR
81071,STAR
81072,STAR
81073,GALAXY
81074,GALAXY
81075,QSO
81076,GALAXY
81077,GALAXY
81078,GALAXY
81079,STAR
81080,GALAXY
81081,QSO
81082,GALAXY
81083,STAR
81084,GALAXY
81085,GALAXY
81086,GALAXY
81087,QSO
81088,QSO
81089,STAR
81090,STAR
81091,QSO
81092,STAR
81093,GALAXY
81094,GALAXY
81095,GALAXY
81096,GALAXY
81097,STAR
81098,STAR
81099,GALAXY
81100,GALAXY
81101,GALAXY
81102,STAR
81103,GALAXY
81104,GALAXY
81105,GALAXY
81106,STAR
81107,QSO
81108,GALAXY
81109,STAR
81110,GALAXY
81111,GALAXY
81112,GALAXY
81113,GALAXY
81114,STAR
81115,GALAXY
81116,GALAXY
81117,GALAXY
81118,GALAXY
81119,GALAXY
81120,GALAXY
81121,GALAXY
81122,GALAXY
81123,GALAXY
81124,STAR
81125,STAR
81126,STAR
81127,STAR
81128,GALAXY
81129,GALAXY
81130,QSO
81131,GALAXY
81132,GALAXY
81133,QSO
81134,GALAXY
81135,GALAXY
81136,GALAXY
81137,GALAXY
81138,GALAXY
81139,QSO
81140,STAR
81141,STAR
81142,GALAXY
81143,GALAXY
81144,GALAXY
81145,GALAXY
81146,GALAXY
81147,GALAXY
81148,STAR
81149,GALAXY
81150,QSO
81151,GALAXY
81152,STAR
81153,GALAXY
81154,GALAXY
81155,GALAXY
81156,GALAXY
81157,STAR
81158,QSO
81159,GALAXY
81160,STAR
81161,GALAXY
81162,STAR
81163,QSO
81164,GALAXY
81165,STAR
81166,STAR
81167,GALAXY
81168,GALAXY
81169,GALAXY
81170,STAR
81171,STAR
81172,STAR
81173,GALAXY
81174,QSO
81175,GALAXY
81176,GALAXY
81177,GALAXY
81178,GALAXY
81179,STAR
81180,STAR
81181,GALAXY
81182,STAR
81183,GALAXY
81184,GALAXY
81185,GALAXY
81186,GALAXY
81187,QSO
81188,GALAXY
81189,GALAXY
81190,GALAXY
81191,STAR
81192,GALAXY
81193,QSO
81194,GALAXY
81195,STAR
81196,GALAXY
81197,GALAXY
81198,GALAXY
81199,GALAXY
81200,GALAXY
81201,STAR
81202,STAR
81203,GALAXY
81204,GALAXY
81205,GALAXY
81206,GALAXY
81207,STAR
81208,STAR
81209,GALAXY
81210,QSO
81211,STAR
81212,STAR
81213,STAR
81214,STAR
81215,GALAXY
81216,STAR
81217,STAR
81218,GALAXY
81219,GALAXY
81220,GALAXY
81221,STAR
81222,STAR
81223,QSO
81224,GALAXY
81225,GALAXY
81226,GALAXY
81227,GALAXY
81228,GALAXY
81229,GALAXY
81230,STAR
81231,GALAXY
81232,STAR
81233,GALAXY
81234,STAR
81235,GALAXY
81236,STAR
81237,GALAXY
81238,GALAXY
81239,STAR
81240,STAR
81241,STAR
81242,QSO
81243,GALAXY
81244,QSO
81245,GALAXY
81246,GALAXY
81247,STAR
81248,QSO
81249,STAR
81250,STAR
81251,GALAXY
81252,GALAXY
81253,GALAXY
81254,GALAXY
81255,GALAXY
81256,GALAXY
81257,GALAXY
81258,GALAXY
81259,GALAXY
81260,STAR
81261,GALAXY
81262,GALAXY
81263,STAR
81264,GALAXY
81265,GALAXY
81266,GALAXY
81267,GALAXY
81268,GALAXY
81269,GALAXY
81270,QSO
81271,STAR
81272,GALAXY
81273,GALAXY
81274,STAR
81275,GALAXY
81276,GALAXY
81277,GALAXY
81278,GALAXY
81279,GALAXY
81280,GALAXY
81281,GALAXY
81282,QSO
81283,STAR
81284,GALAXY
81285,GALAXY
81286,STAR
81287,GALAXY
81288,GALAXY
81289,STAR
81290,STAR
81291,STAR
81292,STAR
81293,STAR
81294,STAR
81295,STAR
81296,STAR
81297,GALAXY
81298,QSO
81299,STAR
81300,STAR
81301,STAR
81302,GALAXY
81303,GALAXY
81304,STAR
81305,STAR
81306,GALAXY
81307,GALAXY
81308,GALAXY
81309,GALAXY
81310,STAR
81311,GALAXY
81312,STAR
81313,GALAXY
81314,QSO
81315,GALAXY
81316,GALAXY
81317,STAR
81318,STAR
81319,STAR
81320,STAR
81321,STAR
81322,STAR
81323,STAR
81324,GALAXY
81325,STAR
81326,STAR
81327,STAR
81328,STAR
81329,GALAXY
81330,GALAXY
81331,QSO
81332,STAR
81333,GALAXY
81334,QSO
81335,STAR
81336,QSO
81337,GALAXY
81338,GALAXY
81339,GALAXY
81340,GALAXY
81341,GALAXY
81342,STAR
81343,GALAXY
81344,STAR
81345,GALAXY
81346,GALAXY
81347,GALAXY
81348,STAR
81349,GALAXY
81350,GALAXY
81351,GALAXY
81352,STAR
81353,QSO
81354,STAR
81355,STAR
81356,QSO
81357,STAR
81358,QSO
81359,STAR
81360,QSO
81361,GALAXY
81362,STAR
81363,STAR
81364,STAR
81365,STAR
81366,GALAXY
81367,GALAXY
81368,STAR
81369,STAR
81370,GALAXY
81371,GALAXY
81372,STAR
81373,GALAXY
81374,GALAXY
81375,GALAXY
81376,GALAXY
81377,STAR
81378,STAR
81379,QSO
81380,GALAXY
81381,STAR
81382,STAR
81383,GALAXY
81384,GALAXY
81385,GALAXY
81386,STAR
81387,STAR
81388,STAR
81389,STAR
81390,STAR
81391,STAR
81392,STAR
81393,GALAXY
81394,GALAXY
81395,QSO
81396,QSO
81397,QSO
81398,GALAXY
81399,GALAXY
81400,STAR
81401,GALAXY
81402,GALAXY
81403,GALAXY
81404,GALAXY
81405,GALAXY
81406,STAR
81407,GALAXY
81408,GALAXY
81409,GALAXY
81410,GALAXY
81411,GALAXY
81412,GALAXY
81413,QSO
81414,STAR
81415,GALAXY
81416,GALAXY
81417,GALAXY
81418,GALAXY
81419,GALAXY
81420,STAR
81421,GALAXY
81422,STAR
81423,GALAXY
81424,GALAXY
81425,GALAXY
81426,GALAXY
81427,STAR
81428,QSO
81429,STAR
81430,QSO
81431,GALAXY
81432,STAR
81433,GALAXY
81434,STAR
81435,GALAXY
81436,STAR
81437,GALAXY
81438,STAR
81439,GALAXY
81440,STAR
81441,GALAXY
81442,QSO
81443,GALAXY
81444,STAR
81445,STAR
81446,GALAXY
81447,GALAXY
81448,GALAXY
81449,GALAXY
81450,QSO
81451,GALAXY
81452,QSO
81453,STAR
81454,GALAXY
81455,GALAXY
81456,STAR
81457,QSO
81458,QSO
81459,GALAXY
81460,GALAXY
81461,GALAXY
81462,GALAXY
81463,GALAXY
81464,STAR
81465,STAR
81466,GALAXY
81467,STAR
81468,GALAXY
81469,GALAXY
81470,STAR
81471,QSO
81472,GALAXY
81473,GALAXY
81474,QSO
81475,GALAXY
81476,STAR
81477,GALAXY
81478,STAR
81479,GALAXY
81480,QSO
81481,GALAXY
81482,GALAXY
81483,GALAXY
81484,GALAXY
81485,STAR
81486,STAR
81487,STAR
81488,STAR
81489,STAR
81490,STAR
81491,STAR
81492,GALAXY
81493,GALAXY
81494,GALAXY
81495,STAR
81496,STAR
81497,STAR
81498,STAR
81499,STAR
81500,GALAXY
81501,GALAXY
81502,GALAXY
81503,GALAXY
81504,STAR
81505,GALAXY
81506,GALAXY
81507,STAR
81508,STAR
81509,GALAXY
81510,QSO
81511,STAR
81512,GALAXY
81513,GALAXY
81514,GALAXY
81515,STAR
81516,STAR
81517,STAR
81518,GALAXY
81519,GALAXY
81520,GALAXY
81521,GALAXY
81522,GALAXY
81523,GALAXY
81524,GALAXY
81525,GALAXY
81526,STAR
81527,GALAXY
81528,STAR
81529,STAR
81530,STAR
81531,GALAXY
81532,GALAXY
81533,STAR
81534,STAR
81535,GALAXY
81536,GALAXY
81537,GALAXY
81538,STAR
81539,GALAXY
81540,STAR
81541,GALAXY
81542,STAR
81543,GALAXY
81544,GALAXY
81545,GALAXY
81546,STAR
81547,GALAXY
81548,STAR
81549,STAR
81550,STAR
81551,STAR
81552,QSO
81553,QSO
81554,STAR
81555,GALAXY
81556,GALAXY
81557,STAR
81558,GALAXY
81559,STAR
81560,STAR
81561,GALAXY
81562,GALAXY
81563,GALAXY
81564,STAR
81565,GALAXY
81566,GALAXY
81567,GALAXY
81568,GALAXY
81569,STAR
81570,GALAXY
81571,STAR
81572,GALAXY
81573,GALAXY
81574,GALAXY
81575,GALAXY
81576,GALAXY
81577,STAR
81578,GALAXY
81579,GALAXY
81580,STAR
81581,GALAXY
81582,GALAXY
81583,STAR
81584,GALAXY
81585,GALAXY
81586,STAR
81587,STAR
81588,STAR
81589,GALAXY
81590,GALAXY
81591,STAR
81592,STAR
81593,STAR
81594,QSO
81595,GALAXY
81596,GALAXY
81597,GALAXY
81598,STAR
81599,GALAXY
81600,STAR
81601,GALAXY
81602,STAR
81603,STAR
81604,GALAXY
81605,STAR
81606,QSO
81607,STAR
81608,QSO
81609,GALAXY
81610,STAR
81611,GALAXY
81612,STAR
81613,QSO
81614,STAR
81615,GALAXY
81616,GALAXY
81617,GALAXY
81618,GALAXY
81619,GALAXY
81620,GALAXY
81621,STAR
81622,GALAXY
81623,GALAXY
81624,GALAXY
81625,GALAXY
81626,GALAXY
81627,GALAXY
81628,STAR
81629,QSO
81630,QSO
81631,STAR
81632,GALAXY
81633,GALAXY
81634,STAR
81635,QSO
81636,STAR
81637,STAR
81638,GALAXY
81639,GALAXY
81640,GALAXY
81641,GALAXY
81642,STAR
81643,STAR
81644,GALAXY
81645,STAR
81646,STAR
81647,GALAXY
81648,GALAXY
81649,GALAXY
81650,GALAXY
81651,STAR
81652,GALAXY
81653,GALAXY
81654,GALAXY
81655,STAR
81656,GALAXY
81657,GALAXY
81658,GALAXY
81659,GALAXY
81660,STAR
81661,STAR
81662,QSO
81663,QSO
81664,STAR
81665,QSO
81666,STAR
81667,GALAXY
81668,GALAXY
81669,GALAXY
81670,GALAXY
81671,STAR
81672,QSO
81673,STAR
81674,GALAXY
81675,GALAXY
81676,QSO
81677,GALAXY
81678,GALAXY
81679,GALAXY
81680,STAR
81681,GALAXY
81682,GALAXY
81683,GALAXY
81684,STAR
81685,STAR
81686,STAR
81687,STAR
81688,GALAXY
81689,STAR
81690,STAR
81691,GALAXY
81692,GALAXY
81693,STAR
81694,GALAXY
81695,GALAXY
81696,GALAXY
81697,GALAXY
81698,GALAXY
81699,STAR
81700,QSO
81701,GALAXY
81702,GALAXY
81703,STAR
81704,STAR
81705,STAR
81706,GALAXY
81707,GALAXY
81708,STAR
81709,STAR
81710,GALAXY
81711,GALAXY
81712,STAR
81713,STAR
81714,STAR
81715,STAR
81716,GALAXY
81717,GALAXY
81718,STAR
81719,STAR
81720,GALAXY
81721,GALAXY
81722,STAR
81723,STAR
81724,STAR
81725,GALAXY
81726,STAR
81727,STAR
81728,STAR
81729,STAR
81730,GALAXY
81731,GALAXY
81732,STAR
81733,GALAXY
81734,STAR
81735,GALAXY
81736,GALAXY
81737,GALAXY
81738,STAR
81739,STAR
81740,STAR
81741,GALAXY
81742,GALAXY
81743,STAR
81744,STAR
81745,STAR
81746,STAR
81747,STAR
81748,GALAXY
81749,STAR
81750,GALAXY
81751,GALAXY
81752,GALAXY
81753,GALAXY
81754,GALAXY
81755,GALAXY
81756,STAR
81757,GALAXY
81758,GALAXY
81759,GALAXY
81760,GALAXY
81761,GALAXY
81762,GALAXY
81763,STAR
81764,STAR
81765,GALAXY
81766,GALAXY
81767,GALAXY
81768,STAR
81769,GALAXY
81770,STAR
81771,STAR
81772,GALAXY
81773,GALAXY
81774,STAR
81775,STAR
81776,GALAXY
81777,GALAXY
81778,STAR
81779,STAR
81780,GALAXY
81781,STAR
81782,STAR
81783,STAR
81784,QSO
81785,GALAXY
81786,GALAXY
81787,QSO
81788,STAR
81789,GALAXY
81790,GALAXY
81791,STAR
81792,QSO
81793,QSO
81794,STAR
81795,STAR
81796,QSO
81797,STAR
81798,GALAXY
81799,STAR
81800,STAR
81801,GALAXY
81802,STAR
81803,STAR
81804,STAR
81805,STAR
81806,STAR
81807,GALAXY
81808,QSO
81809,GALAXY
81810,GALAXY
81811,STAR
81812,GALAXY
81813,QSO
81814,STAR
81815,GALAXY
81816,GALAXY
81817,QSO
81818,STAR
81819,GALAXY
81820,GALAXY
81821,GALAXY
81822,GALAXY
81823,STAR
81824,STAR
81825,STAR
81826,GALAXY
81827,GALAXY
81828,STAR
81829,GALAXY
81830,STAR
81831,GALAXY
81832,STAR
81833,STAR
81834,GALAXY
81835,GALAXY
81836,GALAXY
81837,GALAXY
81838,STAR
81839,STAR
81840,STAR
81841,GALAXY
81842,STAR
81843,STAR
81844,GALAXY
81845,GALAXY
81846,GALAXY
81847,GALAXY
81848,GALAXY
81849,STAR
81850,GALAXY
81851,STAR
81852,STAR
81853,GALAXY
81854,GALAXY
81855,GALAXY
81856,GALAXY
81857,STAR
81858,STAR
81859,QSO
81860,STAR
81861,GALAXY
81862,GALAXY
81863,GALAXY
81864,GALAXY
81865,GALAXY
81866,GALAXY
81867,STAR
81868,STAR
81869,QSO
81870,QSO
81871,STAR
81872,STAR
81873,STAR
81874,GALAXY
81875,GALAXY
81876,GALAXY
81877,STAR
81878,GALAXY
81879,GALAXY
81880,GALAXY
81881,STAR
81882,STAR
81883,STAR
81884,GALAXY
81885,GALAXY
81886,GALAXY
81887,GALAXY
81888,GALAXY
81889,GALAXY
81890,GALAXY
81891,STAR
81892,STAR
81893,STAR
81894,STAR
81895,QSO
81896,GALAXY
81897,GALAXY
81898,GALAXY
81899,GALAXY
81900,GALAXY
81901,STAR
81902,STAR
81903,GALAXY
81904,GALAXY
81905,STAR
81906,STAR
81907,GALAXY
81908,GALAXY
81909,GALAXY
81910,GALAXY
81911,GALAXY
81912,GALAXY
81913,STAR
81914,GALAXY
81915,GALAXY
81916,GALAXY
81917,STAR
81918,GALAXY
81919,QSO
81920,GALAXY
81921,STAR
81922,STAR
81923,QSO
81924,QSO
81925,GALAXY
81926,GALAXY
81927,STAR
81928,GALAXY
81929,STAR
81930,GALAXY
81931,STAR
81932,GALAXY
81933,STAR
81934,GALAXY
81935,STAR
81936,STAR
81937,GALAXY
81938,GALAXY
81939,STAR
81940,GALAXY
81941,GALAXY
81942,STAR
81943,GALAXY
81944,STAR
81945,STAR
81946,GALAXY
81947,STAR
81948,QSO
81949,GALAXY
81950,STAR
81951,STAR
81952,STAR
81953,GALAXY
81954,STAR
81955,GALAXY
81956,GALAXY
81957,QSO
81958,STAR
81959,QSO
81960,GALAXY
81961,GALAXY
81962,GALAXY
81963,GALAXY
81964,STAR
81965,GALAXY
81966,GALAXY
81967,STAR
81968,GALAXY
81969,STAR
81970,STAR
81971,STAR
81972,QSO
81973,STAR
81974,GALAXY
81975,GALAXY
81976,GALAXY
81977,QSO
81978,GALAXY
81979,QSO
81980,GALAXY
81981,GALAXY
81982,STAR
81983,STAR
81984,GALAXY
81985,STAR
81986,QSO
81987,QSO
81988,GALAXY
81989,STAR
81990,GALAXY
81991,GALAXY
81992,GALAXY
81993,STAR
81994,STAR
81995,STAR
81996,GALAXY
81997,STAR
81998,QSO
81999,QSO
82000,GALAXY
82001,STAR
82002,GALAXY
82003,STAR
82004,GALAXY
82005,GALAXY
82006,STAR
82007,GALAXY
82008,GALAXY
82009,STAR
82010,STAR
82011,STAR
82012,GALAXY
82013,STAR
82014,GALAXY
82015,STAR
82016,STAR
82017,GALAXY
82018,GALAXY
82019,GALAXY
82020,GALAXY
82021,GALAXY
82022,GALAXY
82023,QSO
82024,QSO
82025,QSO
82026,STAR
82027,GALAXY
82028,GALAXY
82029,GALAXY
82030,GALAXY
82031,GALAXY
82032,GALAXY
82033,STAR
82034,STAR
82035,STAR
82036,GALAXY
82037,GALAXY
82038,GALAXY
82039,GALAXY
82040,GALAXY
82041,STAR
82042,GALAXY
82043,GALAXY
82044,GALAXY
82045,GALAXY
82046,GALAXY
82047,GALAXY
82048,GALAXY
82049,GALAXY
82050,GALAXY
82051,GALAXY
82052,STAR
82053,STAR
82054,GALAXY
82055,QSO
82056,STAR
82057,STAR
82058,QSO
82059,STAR
82060,QSO
82061,GALAXY
82062,STAR
82063,STAR
82064,QSO
82065,GALAXY
82066,STAR
82067,QSO
82068,GALAXY
82069,STAR
82070,STAR
82071,GALAXY
82072,GALAXY
82073,GALAXY
82074,STAR
82075,STAR
82076,GALAXY
82077,GALAXY
82078,GALAXY
82079,STAR
82080,QSO
82081,STAR
82082,STAR
82083,STAR
82084,STAR
82085,STAR
82086,GALAXY
82087,GALAXY
82088,GALAXY
82089,GALAXY
82090,STAR
82091,STAR
82092,STAR
82093,STAR
82094,STAR
82095,GALAXY
82096,STAR
82097,GALAXY
82098,STAR
82099,STAR
82100,QSO
82101,GALAXY
82102,STAR
82103,STAR
82104,STAR
82105,STAR
82106,STAR
82107,GALAXY
82108,STAR
82109,GALAXY
82110,STAR
82111,STAR
82112,GALAXY
82113,GALAXY
82114,GALAXY
82115,GALAXY
82116,GALAXY
82117,QSO
82118,STAR
82119,GALAXY
82120,STAR
82121,STAR
82122,GALAXY
82123,STAR
82124,STAR
82125,STAR
82126,STAR
82127,GALAXY
82128,STAR
82129,GALAXY
82130,GALAXY
82131,GALAXY
82132,GALAXY
82133,STAR
82134,STAR
82135,GALAXY
82136,GALAXY
82137,STAR
82138,GALAXY
82139,GALAXY
82140,STAR
82141,QSO
82142,GALAXY
82143,GALAXY
82144,GALAXY
82145,STAR
82146,GALAXY
82147,GALAXY
82148,STAR
82149,STAR
82150,STAR
82151,QSO
82152,STAR
82153,GALAXY
82154,GALAXY
82155,QSO
82156,STAR
82157,GALAXY
82158,GALAXY
82159,GALAXY
82160,GALAXY
82161,GALAXY
82162,GALAXY
82163,STAR
82164,QSO
82165,QSO
82166,STAR
82167,GALAXY
82168,GALAXY
82169,STAR
82170,QSO
82171,QSO
82172,QSO
82173,GALAXY
82174,GALAXY
82175,GALAXY
82176,GALAXY
82177,STAR
82178,GALAXY
82179,GALAXY
82180,GALAXY
82181,GALAXY
82182,STAR
82183,GALAXY
82184,STAR
82185,GALAXY
82186,STAR
82187,GALAXY
82188,STAR
82189,GALAXY
82190,GALAXY
82191,GALAXY
82192,STAR
82193,STAR
82194,STAR
82195,GALAXY
82196,STAR
82197,STAR
82198,STAR
82199,GALAXY
82200,GALAXY
82201,STAR
82202,GALAXY
82203,STAR
82204,GALAXY
82205,STAR
82206,STAR
82207,GALAXY
82208,GALAXY
82209,STAR
82210,STAR
82211,GALAXY
82212,GALAXY
82213,STAR
82214,GALAXY
82215,GALAXY
82216,GALAXY
82217,STAR
82218,GALAXY
82219,GALAXY
82220,GALAXY
82221,STAR
82222,GALAXY
82223,STAR
82224,STAR
82225,GALAXY
82226,GALAXY
82227,GALAXY
82228,QSO
82229,GALAXY
82230,GALAXY
82231,QSO
82232,QSO
82233,STAR
82234,GALAXY
82235,STAR
82236,GALAXY
82237,GALAXY
82238,STAR
82239,GALAXY
82240,QSO
82241,QSO
82242,STAR
82243,QSO
82244,STAR
82245,QSO
82246,GALAXY
82247,QSO
82248,GALAXY
82249,GALAXY
82250,STAR
82251,STAR
82252,GALAXY
82253,GALAXY
82254,GALAXY
82255,STAR
82256,STAR
82257,GALAXY
82258,STAR
82259,GALAXY
82260,GALAXY
82261,STAR
82262,STAR
82263,GALAXY
82264,GALAXY
82265,GALAXY
82266,GALAXY
82267,STAR
82268,GALAXY
82269,GALAXY
82270,GALAXY
82271,GALAXY
82272,GALAXY
82273,GALAXY
82274,GALAXY
82275,STAR
82276,STAR
82277,STAR
82278,GALAXY
82279,GALAXY
82280,GALAXY
82281,GALAXY
82282,GALAXY
82283,QSO
82284,GALAXY
82285,GALAXY
82286,GALAXY
82287,GALAXY
82288,STAR
82289,GALAXY
82290,STAR
82291,STAR
82292,GALAXY
82293,GALAXY
82294,STAR
82295,GALAXY
82296,STAR
82297,GALAXY
82298,GALAXY
82299,STAR
82300,STAR
82301,GALAXY
82302,GALAXY
82303,GALAXY
82304,QSO
82305,GALAXY
82306,GALAXY
82307,GALAXY
82308,STAR
82309,STAR
82310,GALAXY
82311,GALAXY
82312,GALAXY
82313,STAR
82314,GALAXY
82315,GALAXY
82316,QSO
82317,GALAXY
82318,GALAXY
82319,STAR
82320,GALAXY
82321,GALAXY
82322,GALAXY
82323,GALAXY
82324,GALAXY
82325,STAR
82326,GALAXY
82327,GALAXY
82328,STAR
82329,STAR
82330,STAR
82331,STAR
82332,GALAXY
82333,STAR
82334,STAR
82335,STAR
82336,STAR
82337,GALAXY
82338,GALAXY
82339,GALAXY
82340,GALAXY
82341,GALAXY
82342,STAR
82343,QSO
82344,GALAXY
82345,GALAXY
82346,STAR
82347,GALAXY
82348,STAR
82349,GALAXY
82350,GALAXY
82351,STAR
82352,QSO
82353,STAR
82354,STAR
82355,STAR
82356,GALAXY
82357,GALAXY
82358,GALAXY
82359,STAR
82360,STAR
82361,STAR
82362,GALAXY
82363,GALAXY
82364,GALAXY
82365,QSO
82366,QSO
82367,GALAXY
82368,GALAXY
82369,GALAXY
82370,STAR
82371,GALAXY
82372,STAR
82373,GALAXY
82374,STAR
82375,STAR
82376,GALAXY
82377,GALAXY
82378,STAR
82379,STAR
82380,GALAXY
82381,GALAXY
82382,STAR
82383,STAR
82384,GALAXY
82385,STAR
82386,STAR
82387,QSO
82388,STAR
82389,GALAXY
82390,GALAXY
82391,GALAXY
82392,QSO
82393,GALAXY
82394,GALAXY
82395,STAR
82396,GALAXY
82397,STAR
82398,STAR
82399,GALAXY
82400,QSO
82401,STAR
82402,GALAXY
82403,STAR
82404,GALAXY
82405,STAR
82406,GALAXY
82407,GALAXY
82408,STAR
82409,GALAXY
82410,STAR
82411,QSO
82412,GALAXY
82413,GALAXY
82414,GALAXY
82415,GALAXY
82416,GALAXY
82417,GALAXY
82418,STAR
82419,STAR
82420,STAR
82421,QSO
82422,STAR
82423,STAR
82424,STAR
82425,GALAXY
82426,GALAXY
82427,STAR
82428,GALAXY
82429,GALAXY
82430,GALAXY
82431,GALAXY
82432,GALAXY
82433,GALAXY
82434,STAR
82435,GALAXY
82436,QSO
82437,STAR
82438,STAR
82439,QSO
82440,STAR
82441,GALAXY
82442,QSO
82443,GALAXY
82444,STAR
82445,GALAXY
82446,GALAXY
82447,GALAXY
82448,GALAXY
82449,STAR
82450,GALAXY
82451,STAR
82452,GALAXY
82453,GALAXY
82454,GALAXY
82455,STAR
82456,QSO
82457,GALAXY
82458,GALAXY
82459,GALAXY
82460,GALAXY
82461,GALAXY
82462,GALAXY
82463,GALAXY
82464,GALAXY
82465,GALAXY
82466,GALAXY
82467,QSO
82468,QSO
82469,QSO
82470,STAR
82471,QSO
82472,GALAXY
82473,GALAXY
82474,GALAXY
82475,GALAXY
82476,GALAXY
82477,GALAXY
82478,GALAXY
82479,GALAXY
82480,GALAXY
82481,STAR
82482,GALAXY
82483,GALAXY
82484,GALAXY
82485,GALAXY
82486,GALAXY
82487,STAR
82488,GALAXY
82489,GALAXY
82490,GALAXY
82491,GALAXY
82492,GALAXY
82493,GALAXY
82494,STAR
82495,QSO
82496,GALAXY
82497,STAR
82498,GALAXY
82499,QSO
82500,STAR
82501,STAR
82502,GALAXY
82503,QSO
82504,QSO
82505,GALAXY
82506,GALAXY
82507,GALAXY
82508,GALAXY
82509,GALAXY
82510,QSO
82511,GALAXY
82512,STAR
82513,GALAXY
82514,GALAXY
82515,GALAXY
82516,QSO
82517,GALAXY
82518,QSO
82519,QSO
82520,STAR
82521,GALAXY
82522,QSO
82523,GALAXY
82524,STAR
82525,STAR
82526,QSO
82527,STAR
82528,QSO
82529,GALAXY
82530,GALAXY
82531,QSO
82532,GALAXY
82533,GALAXY
82534,GALAXY
82535,GALAXY
82536,GALAXY
82537,GALAXY
82538,GALAXY
82539,GALAXY
82540,GALAXY
82541,GALAXY
82542,GALAXY
82543,GALAXY
82544,GALAXY
82545,STAR
82546,GALAXY
82547,STAR
82548,STAR
82549,GALAXY
82550,GALAXY
82551,GALAXY
82552,STAR
82553,GALAXY
82554,GALAXY
82555,GALAXY
82556,STAR
82557,GALAXY
82558,GALAXY
82559,STAR
82560,GALAXY
82561,STAR
82562,QSO
82563,STAR
82564,STAR
82565,GALAXY
82566,STAR
82567,STAR
82568,QSO
82569,GALAXY
82570,GALAXY
82571,STAR
82572,GALAXY
82573,GALAXY
82574,QSO
82575,GALAXY
82576,GALAXY
82577,GALAXY
82578,GALAXY
82579,STAR
82580,GALAXY
82581,GALAXY
82582,GALAXY
82583,GALAXY
82584,GALAXY
82585,GALAXY
82586,GALAXY
82587,GALAXY
82588,GALAXY
82589,GALAXY
82590,GALAXY
82591,QSO
82592,GALAXY
82593,STAR
82594,GALAXY
82595,GALAXY
82596,STAR
82597,STAR
82598,STAR
82599,STAR
82600,STAR
82601,QSO
82602,STAR
82603,GALAXY
82604,GALAXY
82605,STAR
82606,STAR
82607,STAR
82608,QSO
82609,STAR
82610,STAR
82611,GALAXY
82612,STAR
82613,GALAXY
82614,GALAXY
82615,GALAXY
82616,GALAXY
82617,STAR
82618,GALAXY
82619,GALAXY
82620,STAR
82621,QSO
82622,STAR
82623,GALAXY
82624,GALAXY
82625,GALAXY
82626,QSO
82627,GALAXY
82628,STAR
82629,STAR
82630,STAR
82631,STAR
82632,GALAXY
82633,STAR
82634,GALAXY
82635,STAR
82636,STAR
82637,STAR
82638,STAR
82639,GALAXY
82640,GALAXY
82641,GALAXY
82642,STAR
82643,GALAXY
82644,QSO
82645,GALAXY
82646,STAR
82647,STAR
